id,home_quality,home_sqft,garage_cars,home_age,yr_remod,full_bath,masonry_veneer_area,total_rooms_above_ground,neighborhood,home_type,sale_price
2741,5,2402.0,1.0,51,1999,1,164.0,6,Edwards,Newer 1 Story,137000
1106,8,5061.0,3.0,13,1995,2,660.0,7,NoRidge,Newer 1 Story,350000
2375,5,2630.0,1.0,39,1975,1,0.0,6,NAmes,Newer 1 Story,145000
1701,9,5276.0,3.0,2,2006,2,365.0,9,NridgHt,Newer 2 Story,418000
2657,3,1888.0,1.0,86,1950,1,0.0,5,OldTown,Older 1 Story,64000
907,5,2594.0,1.0,77,2000,1,0.0,6,SWISU,1.5 Story Finished,159434
1777,8,3936.0,3.0,0,2007,2,164.0,6,Somerst,Newer 1 Story,260261
164,5,3015.0,2.0,58,1952,2,0.0,6,NAmes,1.5 Story Finished,166000
1973,5,2120.0,1.0,45,1962,1,0.0,6,NAmes,Split Foyer,130000
2857,5,2352.0,1.0,65,1950,1,0.0,6,SWISU,1.5 Story Finished,112000
1208,5,2773.0,2.0,45,1963,2,148.0,6,NAmes,Newer 1 Story,155000
319,8,3422.0,3.0,1,2010,2,84.0,8,Timber,Newer 2 Story,269500
2567,6,2933.0,2.0,42,1964,1,0.0,6,NAmes,Split or Multi-Level,172000
2222,7,2780.0,1.0,67,1984,1,0.0,6,Crawfor,Older 2 Story,219500
2493,5,2334.0,2.0,43,1963,1,0.0,5,Sawyer,Newer 1 Story,133500
1757,7,2214.0,2.0,7,2000,2,0.0,8,Gilbert,Split or Multi-Level,170000
184,8,2784.0,1.0,110,2003,2,0.0,7,OldTown,Older 2 Story,150000
1248,5,2334.0,2.0,55,1953,1,0.0,5,NAmes,Newer 1 Story,130000
2574,5,3084.0,1.0,47,1959,1,128.0,6,NAmes,Split or Multi-Level,143000
1215,5,2679.0,2.0,47,1961,1,0.0,5,NAmes,Newer 1 Story,140000
2669,5,2544.0,2.0,48,1958,1,0.0,5,OldTown,Newer 1 Story,125000
1005,6,3025.0,2.0,10,1998,2,0.0,7,Gilbert,Newer 2 Story,183000
2350,6,3984.0,2.0,26,1980,2,157.0,7,NWAmes,Newer 1 Story,207500
2762,7,3804.0,2.0,1,2005,2,140.0,7,CollgCr,Newer 1 Story,225000
2788,5,2025.0,1.0,34,1972,1,0.0,5,CollgCr,Newer 1 Story,119900
2384,7,4335.0,3.0,0,2006,2,206.0,8,NridgHt,Newer 1 Story,293000
2716,5,3622.0,2.0,38,1993,2,0.0,7,Sawyer,Newer 1 Story,180000
313,6,2934.0,3.0,34,1976,1,335.0,6,Mitchel,Split or Multi-Level,169900
84,6,2441.0,2.0,32,1978,2,0.0,8,Sawyer,Duplex,112000
81,6,2617.0,2.0,26,1985,2,0.0,6,SawyerW,Newer 1 Story,152000
280,6,2818.0,2.0,34,1976,1,0.0,6,Edwards,Split or Multi-Level,107000
2371,6,1695.0,1.0,34,1972,1,504.0,5,BrDale,2 Story PUD,89000
213,6,1750.0,1.0,70,1950,1,0.0,5,SWISU,1.5 Story Finished,95000
1864,6,2476.0,2.0,39,1968,1,41.0,7,NWAmes,Newer 1 Story,143450
146,5,2993.0,2.0,50,1960,1,324.0,6,NAmes,Newer 1 Story,167500
767,6,2341.0,1.0,84,1950,2,0.0,6,Edwards,Older 2 Story,103600
262,5,2096.0,1.0,34,1976,1,0.0,5,CollgCr,Newer 1 Story,128200
101,6,2769.0,2.0,10,2000,2,216.0,5,Somerst,2 Story PUD,177500
48,8,4677.0,3.0,8,2002,2,232.0,7,NridgHt,Newer 2 Story,320000
489,6,2702.0,2.0,9,2000,2,0.0,7,Gilbert,Newer 2 Story,190000
2369,6,1890.0,0.0,35,1971,1,236.0,7,BrDale,2 Story PUD,91500
707,5,2454.0,1.0,55,1954,2,0.0,7,OldTown,2 Family Conversion,93000
2034,6,2039.0,0.0,93,2006,1,0.0,7,IDOTRR,Older 2 Story,127000
308,4,2038.0,1.0,114,1950,1,0.0,5,IDOTRR,Older 1 Story,50138
2176,6,2760.0,1.0,31,1976,1,174.0,6,Edwards,Newer 1 Story,148000
1549,5,2442.0,1.0,68,1955,1,0.0,4,IDOTRR,Older 1 Story,120500
909,6,2507.0,1.0,69,1950,2,0.0,7,SWISU,1.5 Story Finished,139500
892,9,4164.0,3.0,2,2008,2,340.0,8,Edwards,Newer 1 Story,320000
2045,7,3770.0,2.0,70,1980,1,0.0,7,Sawyer,Older 2 Story,219000
2927,5,2250.0,2.0,23,1983,1,0.0,5,Mitchel,Newer 1 Story,131000
1732,6,2673.0,2.0,1,2006,2,0.0,7,Gilbert,Newer 2 Story,171925
998,5,3136.0,2.0,12,1997,2,0.0,7,Gilbert,Newer 1 Story,177900
2203,6,2249.0,1.0,86,1950,1,0.0,7,Crawfor,Older 2 Story,141500
356,6,3028.0,2.0,11,1999,2,0.0,7,Gilbert,Newer 2 Story,191000
2475,6,2892.0,2.0,2,2004,1,0.0,5,SawyerW,Newer 1 Story,158000
2264,8,4154.0,3.0,1,2007,2,274.0,6,Timber,Newer 1 Story,248900
2201,5,2739.0,1.0,70,1950,1,252.0,7,SWISU,1.5 Story Finished,175000
2545,6,3051.0,1.0,41,2000,2,0.0,7,NAmes,2 Family Conversion,185900
2882,5,2056.0,0.0,55,1951,2,0.0,8,IDOTRR,2 Family Conversion,115000
1379,6,2588.0,2.0,30,1978,1,39.0,6,Sawyer,Split or Multi-Level,157500
491,7,4147.0,3.0,10,1999,2,210.0,8,Gilbert,Newer 2 Story,245000
1002,8,3136.0,2.0,15,1993,2,0.0,5,StoneBr,1 Story PUD,180000
1848,7,2133.0,2.0,3,2004,2,0.0,4,Somerst,2 Story PUD,148800
1455,8,3736.0,2.0,6,2002,2,0.0,7,CollgCr,Newer 2 Story,237000
1490,5,1993.0,2.0,32,1976,1,222.0,6,Edwards,Split Foyer,165000
1465,7,4052.0,2.0,5,2003,2,0.0,9,CollgCr,Newer 2 Story,240000
1627,7,2775.0,2.0,15,1993,2,52.0,6,Gilbert,Newer 1 Story,160000
2849,6,2560.0,1.0,61,1950,1,0.0,6,SWISU,2 Family Conversion,128000
1501,4,1152.0,0.0,53,1955,2,0.0,6,Edwards,Duplex,82000
626,6,3671.0,2.0,43,2008,2,210.0,5,NAmes,Newer 1 Story,256000
722,7,2456.0,2.0,89,1988,1,0.0,7,OldTown,Older 2 Story,143000
2260,7,3811.0,2.0,1,2007,2,0.0,7,Timber,Newer 1 Story,231713
1639,5,3352.0,3.0,38,1990,1,0.0,7,Gilbert,2 Family Conversion,155000
1603,5,1896.0,1.0,25,1983,1,0.0,4,Mitchel,Newer 1 Story,128500
1520,7,2964.0,1.0,87,1950,2,174.0,7,SWISU,Older 1 Story,168000
1665,7,2688.0,2.0,35,2004,1,138.0,7,NAmes,Newer 2 Story,184000
2635,5,2050.0,0.0,44,1962,1,0.0,6,NAmes,2 Family Conversion,124000
581,6,3499.0,2.0,39,1970,2,571.0,6,NWAmes,Newer 1 Story,185000
2435,8,3846.0,2.0,6,2000,2,40.0,7,Gilbert,Newer 2 Story,230500
2799,7,3548.0,3.0,8,1998,2,227.0,8,CollgCr,Newer 2 Story,227000
883,6,2754.0,2.0,4,2005,2,0.0,7,CollgCr,Newer 2 Story,173500
2537,5,2057.0,1.0,38,1968,1,0.0,6,NAmes,Split Foyer,140000
1120,8,3400.0,2.0,2,2007,2,0.0,6,Somerst,Newer 1 Story,247000
774,6,1994.0,2.0,31,1978,1,23.0,5,Sawyer,Split Foyer,149900
1447,5,2566.0,2.0,30,1978,1,180.0,5,CollgCr,Newer 1 Story,158000
104,7,2106.0,2.0,7,2003,2,0.0,4,Somerst,2 Story PUD,147110
2694,6,2354.0,1.0,69,1950,2,0.0,7,IDOTRR,1.5 Story Finished,119500
920,5,2847.0,2.0,69,1950,1,0.0,6,Crawfor,1.5 Story Finished,205000
1951,5,2270.0,0.0,112,1999,1,0.0,6,OldTown,Older 2 Story,148000
9,8,3819.0,2.0,15,1996,2,0.0,5,StoneBr,1 Story PUD,236500
2848,5,2849.0,1.0,68,1950,2,0.0,6,SWISU,1.5 Story Finished,137000
614,5,2250.0,1.0,54,1955,1,0.0,5,NAmes,Newer 1 Story,122000
1736,7,3040.0,2.0,0,2007,2,0.0,6,Gilbert,Newer 1 Story,176485
2686,5,1842.0,1.0,81,1950,1,0.0,4,BrkSide,Older 1 Story,109000
1284,6,1633.0,1.0,0,2008,1,0.0,7,OldTown,Newer 1 Story,143000
1765,9,5292.0,3.0,9,1998,2,422.0,9,NoRidge,Newer 2 Story,410000
1811,6,3120.0,2.0,13,1994,2,105.0,7,SawyerW,Newer 2 Story,201000
2603,4,3485.0,2.0,96,1950,1,0.0,7,OldTown,1.5 Story Finished,80000
2220,6,3528.0,1.0,62,2002,2,0.0,9,Crawfor,Older 2 Story,259500
163,5,2797.0,1.0,51,1994,1,0.0,6,NAmes,Newer 1 Story,154000
2116,6,3977.0,2.0,49,2006,2,472.0,7,ClearCr,1.5 Story Finished,277000
2734,5,2164.0,1.0,64,1950,1,0.0,6,Edwards,1.5 Story Finished,128000
426,8,4056.0,3.0,2,2007,2,640.0,7,NridgHt,Newer 1 Story,256300
2216,4,2916.0,1.0,77,2003,2,0.0,7,Crawfor,1.5 Story Finished,188000
2900,8,4365.0,3.0,4,2002,2,630.0,7,Timber,Newer 1 Story,312500
97,7,2280.0,2.0,6,2005,2,0.0,4,Somerst,2 Story PUD,151000
1680,5,2570.0,2.0,36,1971,1,376.0,6,BrDale,2 Story PUD,122500
1133,6,3073.0,2.0,5,2003,2,0.0,7,SawyerW,Newer 2 Story,188000
2761,7,3392.0,2.0,1,2006,2,0.0,8,CollgCr,Newer 2 Story,209700
1141,6,3040.0,2.0,15,1994,2,120.0,7,SawyerW,Newer 2 Story,163000
2118,6,3363.0,2.0,41,2007,2,157.0,9,ClearCr,Newer 2 Story,187500
870,8,3496.0,2.0,10,2000,2,260.0,5,CollgCr,Newer 1 Story,220000
1875,5,2364.0,1.0,40,1993,1,0.0,5,NAmes,Newer 1 Story,127000
155,5,1219.0,1.0,55,2007,1,0.0,5,NAmes,Newer 1 Story,107500
1285,5,1948.0,2.0,83,2004,1,0.0,4,OldTown,Older 1 Story,73000
361,6,2790.0,2.0,17,1993,2,0.0,7,Gilbert,Newer 2 Story,178000
1493,4,2907.0,2.0,36,1972,2,0.0,6,Edwards,Split Foyer,137500
1110,8,4664.0,2.0,14,1994,2,554.0,7,NoRidge,Newer 1 Story,301500
911,6,2005.0,1.0,74,1950,1,0.0,6,SWISU,Older 2 Story,105000
2535,6,2456.0,2.0,38,2004,1,203.0,4,NAmes,Newer 1 Story,157500
2030,5,2399.0,1.0,106,1950,1,0.0,6,OldTown,1.5 Story Finished,117000
2634,5,2064.0,1.0,44,1962,1,0.0,5,NAmes,Newer 1 Story,105000
1530,6,2943.0,1.0,72,1950,1,0.0,6,SWISU,1.5 Story Finished,115000
435,9,4306.0,3.0,1,2008,2,302.0,7,NridgHt,Newer 1 Story,360000
812,5,1935.0,2.0,30,1979,2,0.0,8,SawyerW,Duplex,118858
1202,6,2916.0,2.0,42,2000,1,252.0,7,NWAmes,Newer 2 Story,173000
666,3,1675.0,1.0,119,1998,1,0.0,4,OldTown,Older 1 Story,78500
1751,7,3000.0,2.0,3,2004,2,0.0,7,Gilbert,Newer 2 Story,183500
705,4,2448.0,2.0,56,1953,1,0.0,4,OldTown,Newer 1 Story,93000
1744,8,3625.0,3.0,4,2003,2,72.0,7,Blmngtn,1 Story PUD,226500
357,6,2750.0,2.0,16,1994,2,0.0,7,Gilbert,Newer 2 Story,178000
2133,7,3490.0,2.0,4,2003,2,167.0,7,CollgCr,Newer 1 Story,226000
989,5,3314.0,2.0,40,1969,1,178.0,7,Mitchel,Newer 2 Story,173000
562,5,2088.0,1.0,44,1965,1,0.0,5,Sawyer,Newer 1 Story,62383
2850,7,2415.0,1.0,80,1997,1,0.0,6,SWISU,Older 2 Story,160000
1082,7,3637.0,3.0,4,2004,2,24.0,7,Blmngtn,1 Story PUD,219990
1440,7,3524.0,2.0,9,2000,2,125.0,6,CollgCr,Newer 1 Story,191000
2006,5,2124.0,1.0,82,1994,1,0.0,6,BrkSide,1 Story Finished Attic,136500
2082,4,1251.0,1.0,49,1994,1,0.0,5,Edwards,Older 1 Story,80000
2344,7,4173.0,3.0,18,1988,2,178.0,9,NWAmes,1.5 Story Finished,229000
248,7,3573.0,2.0,17,1994,2,246.0,8,SawyerW,Newer 2 Story,236000
2276,10,4580.0,3.0,1,2007,2,242.0,8,Timber,Newer 1 Story,392000
755,6,2966.0,1.0,82,1950,2,0.0,8,IDOTRR,Older 2 Story,149000
2636,5,3354.0,2.0,106,2005,2,0.0,8,OldTown,Older 2 Story,169000
2077,4,2062.0,1.0,61,1950,1,0.0,4,Edwards,Newer 1 Story,109900
2930,7,3646.0,3.0,13,1994,2,94.0,9,Mitchel,Newer 2 Story,188000
737,6,2472.0,1.0,70,1950,1,0.0,6,BrkSide,1.5 Story Finished,132500
837,5,2420.0,1.0,15,1994,1,0.0,5,CollgCr,Newer 1 Story,143000
2086,5,2940.0,1.0,56,1951,1,0.0,7,Edwards,Newer 1 Story,125000
2385,9,4821.0,3.0,1,2005,2,568.0,7,NridgHt,Newer 1 Story,415000
189,4,2513.0,2.0,100,1950,1,0.0,6,OldTown,Older 2 Story,125500
635,6,3210.0,1.0,51,1988,2,183.0,6,NAmes,Newer 1 Story,139000
966,8,3034.0,2.0,8,2002,2,136.0,6,Timber,Newer 1 Story,220000
1612,6,3699.0,2.0,36,1971,2,302.0,7,NAmes,Newer 1 Story,167300
904,5,2274.0,1.0,68,1950,1,0.0,6,Edwards,1.5 Story Finished,122000
1304,5,2144.0,1.0,51,1957,1,0.0,5,OldTown,Newer 1 Story,112500
2112,7,3252.0,2.0,2,2006,2,0.0,7,CollgCr,Newer 2 Story,191000
1244,6,2448.0,1.0,50,1958,1,135.0,5,NAmes,Newer 1 Story,136000
843,7,3191.0,2.0,11,1998,2,0.0,6,CollgCr,Newer 2 Story,197900
2689,6,2375.0,1.0,96,2003,1,0.0,5,OldTown,1.5 Story Finished,117000
2753,7,3051.0,2.0,0,2006,2,84.0,6,CollgCr,Newer 1 Story,194000
1169,9,3165.0,2.0,7,2001,1,179.0,5,Somerst,1 Story PUD,285000
1376,5,1999.0,0.0,68,1999,2,0.0,6,Edwards,2 Family Conversion,127500
2503,7,3980.0,2.0,14,2000,2,0.0,9,NoRidge,Newer 2 Story,268000
1987,4,3215.0,2.0,107,1950,2,0.0,7,OldTown,Older 2 Story,137000
1190,7,3818.0,2.0,41,1967,2,0.0,8,NWAmes,Newer 1 Story,215000
1930,5,2768.0,1.0,52,1955,1,0.0,5,NAmes,Newer 1 Story,129500
2677,5,2480.0,1.0,70,1950,1,0.0,7,BrkSide,1.5 Story Finished,115000
1256,5,2194.0,1.0,83,1950,1,0.0,5,OldTown,1.5 Story Finished,114000
2484,4,2496.0,1.0,40,1966,1,0.0,5,SawyerW,Newer 1 Story,107000
1253,5,2384.0,1.0,61,1950,1,0.0,6,NAmes,1.5 Story Finished,118500
1337,6,2228.0,1.0,79,1950,1,0.0,5,BrkSide,1.5 Story Finished,120000
1788,8,3560.0,2.0,2,2005,2,148.0,7,Somerst,Newer 1 Story,260000
141,5,2594.0,1.0,51,1959,1,150.0,6,NAmes,Newer 1 Story,136000
1366,6,1725.0,0.0,88,1950,1,0.0,6,IDOTRR,1.5 Story Finished,89500
52,6,3078.0,2.0,5,2005,2,0.0,6,Gilbert,Newer 1 Story,199500
1380,5,2188.0,1.0,42,1966,1,41.0,6,Sawyer,Newer 1 Story,109900
919,7,3638.0,1.0,83,2004,1,0.0,9,Crawfor,Older 2 Story,234000
782,4,3196.0,1.0,52,1989,1,0.0,8,ClearCr,1.5 Story Finished,161500
956,6,2688.0,2.0,51,1958,1,541.0,7,Timber,Newer 1 Story,137500
2074,6,3732.0,2.0,19,1989,2,268.0,8,ClearCr,Newer 2 Story,211000
1039,6,3253.0,2.0,10,1999,2,0.0,5,NAmes,1 Story PUD,181000
1210,6,2782.0,2.0,42,1966,1,183.0,6,NAmes,Split or Multi-Level,174900
2710,5,3048.0,2.0,40,1966,1,97.0,6,Sawyer,Split or Multi-Level,164500
44,7,3584.0,2.0,6,2004,2,168.0,7,NridgHt,Newer 1 Story,214000
1026,7,3271.0,2.0,28,1988,2,280.0,7,NWAmes,Newer 2 Story,185000
1343,4,2176.0,1.0,79,1950,1,0.0,6,BrkSide,1.5 Story Finished,123000
2248,6,2786.0,2.0,28,1979,2,0.0,5,Mitchel,Split Foyer,183500
1849,8,2709.0,2.0,8,2000,2,456.0,5,Somerst,2 Story PUD,174000
2076,5,3352.0,2.0,54,1953,2,0.0,6,Edwards,Newer 1 Story,130000
2641,7,2915.0,2.0,81,1990,1,0.0,6,OldTown,Older 2 Story,178000
5,5,3039.0,2.0,13,1998,2,0.0,6,Gilbert,Newer 2 Story,189900
878,6,2116.0,2.0,6,2004,1,170.0,4,CollgCr,1 Story PUD,144000
1548,6,2064.0,1.0,78,2007,1,0.0,5,IDOTRR,Older 1 Story,120500
841,5,2866.0,2.0,15,1995,1,0.0,6,CollgCr,Newer 1 Story,145000
1621,8,3645.0,2.0,7,2000,2,0.0,6,StoneBr,1 Story PUD,251000
218,4,3536.0,0.0,42,1968,2,0.0,8,Sawyer,Duplex,136500
1504,4,1152.0,0.0,53,1955,2,58.0,6,Edwards,Duplex,82500
946,2,1090.0,1.0,99,1950,1,0.0,4,IDOTRR,Older 1 Story,57625
455,7,3192.0,2.0,2,2008,2,176.0,6,NridgHt,1 Story PUD,212500
2906,6,2834.0,2.0,8,1998,2,116.0,5,Mitchel,1 Story PUD,164000
2878,6,2989.0,1.0,49,1957,2,327.0,6,IDOTRR,1.5 Story Finished,139000
1173,7,2314.0,2.0,9,2000,2,212.0,4,Somerst,2 Story PUD,160000
985,5,2409.0,2.0,17,1993,1,0.0,5,Mitchel,Split Foyer,149000
975,5,2026.0,1.0,41,1968,1,0.0,5,Mitchel,Newer 1 Story,130000
202,7,2766.0,2.0,89,1950,2,0.0,9,OldTown,Older 2 Story,140000
528,8,4189.0,2.0,1,2009,2,288.0,8,Somerst,Newer 1 Story,264500
2579,5,2483.0,1.0,49,1957,1,0.0,6,NAmes,Newer 1 Story,141000
1841,7,3051.0,2.0,1,2007,1,0.0,4,Somerst,1 Story PUD,199900
591,6,3314.0,2.0,32,1977,2,360.0,6,NWAmes,Newer 1 Story,167900
1897,6,3145.0,2.0,47,1987,1,85.0,7,NAmes,Newer 1 Story,181900
70,8,3882.0,2.0,2,2008,2,36.0,7,Somerst,Newer 1 Story,262500
590,7,3716.0,2.0,32,1992,1,283.0,8,NWAmes,Newer 2 Story,230000
1172,9,3913.0,2.0,9,2000,2,60.0,5,Somerst,1 Story PUD,328900
1714,8,3996.0,2.0,2,2005,2,210.0,7,NridgHt,Newer 1 Story,232698
829,8,3318.0,3.0,1,2008,2,140.0,5,CollgCr,Newer 1 Story,221800
1397,5,2553.0,3.0,67,1973,1,0.0,6,Sawyer,1.5 Story Finished,152400
877,7,3711.0,2.0,9,2001,2,171.0,6,CollgCr,Newer 1 Story,213000
2477,7,2818.0,2.0,1,2005,2,96.0,7,SawyerW,Newer 2 Story,184900
2871,5,2876.0,1.0,53,1953,1,56.0,5,Crawfor,2 Family Conversion,157000
2489,5,2651.0,2.0,44,2002,1,0.0,6,Sawyer,Newer 1 Story,144000
1655,6,3090.0,2.0,28,1999,2,253.0,5,NWAmes,Newer 1 Story,192350
1891,7,2814.0,2.0,41,1966,2,202.0,6,NAmes,Newer 1 Story,163500
1473,7,3604.0,2.0,6,2003,2,113.0,7,CollgCr,Newer 1 Story,214000
2868,6,3354.0,2.0,50,2004,1,0.0,6,Crawfor,Newer 1 Story,230000
1695,7,4182.0,3.0,1,2006,2,350.0,9,NridgHt,Newer 2 Story,280000
2244,4,2866.0,2.0,50,1980,1,0.0,6,IDOTRR,Newer 1 Story,140000
169,6,3037.0,2.0,44,1966,1,351.0,7,NAmes,Newer 2 Story,155000
2670,3,2040.0,0.0,88,1950,1,0.0,5,IDOTRR,1.5 Story Finished,64500
2137,5,2580.0,2.0,30,1977,2,51.0,6,CollgCr,Split or Multi-Level,160000
1794,8,3274.0,2.0,0,2007,2,0.0,6,Somerst,Newer 1 Story,208900
1164,7,2621.0,2.0,1,2007,2,0.0,5,Somerst,2 Story PUD,146000
1179,8,3048.0,2.0,12,1996,1,0.0,4,Veenker,1 Story PUD,245500
436,8,4496.0,3.0,5,2005,2,238.0,7,NridgHt,Newer 1 Story,296000
1636,9,4520.0,3.0,2,2006,2,200.0,8,StoneBr,Newer 1 Story,377426
421,10,4204.0,3.0,3,2007,2,230.0,7,NridgHt,Newer 1 Story,337500
2834,4,1825.0,1.0,58,1950,1,0.0,5,Edwards,1.5 Story Finished,97900
517,6,3112.0,2.0,0,2009,2,0.0,4,Somerst,Newer 1 Story,208300
1566,7,3546.0,3.0,12,1997,2,0.0,8,Mitchel,Newer 2 Story,213000
1439,7,3131.0,2.0,10,1999,2,0.0,8,CollgCr,Newer 2 Story,188000
2577,6,2945.0,2.0,48,1958,1,632.0,7,NAmes,Newer 1 Story,162000
2241,5,2750.0,1.0,57,1950,1,0.0,6,IDOTRR,1.5 Story Finished,152000
71,7,3616.0,2.0,6,2005,2,0.0,8,Somerst,Newer 2 Story,254900
1143,7,2972.0,2.0,14,1995,2,145.0,6,SawyerW,Newer 2 Story,189000
1021,7,4662.0,2.0,30,1978,2,383.0,7,NWAmes,Newer 1 Story,235000
1416,5,2568.0,1.0,58,1950,1,0.0,5,Edwards,2 Family Conversion,125000
35,7,1980.0,1.0,35,1975,1,0.0,4,NPkVill,1 Story PUD,120000
2904,1,1870.0,1.0,55,1951,1,0.0,6,Mitchel,Newer 1 Story,81500
2174,6,1632.0,0.0,17,1990,1,104.0,5,Edwards,Duplex,118500
522,9,4010.0,3.0,0,2009,2,162.0,7,Somerst,Newer 1 Story,370878
2211,5,3874.0,3.0,58,1950,2,0.0,8,Crawfor,Duplex,145000
1539,7,3183.0,2.0,69,2006,1,312.0,8,Crawfor,1.5 Story Finished,311500
2420,7,3021.0,2.0,0,2006,2,14.0,6,Blmngtn,1 Story PUD,210250
2779,7,3269.0,2.0,4,2002,2,0.0,8,CollgCr,Newer 2 Story,200000
953,5,2273.0,2.0,32,1977,2,0.0,8,Mitchel,Duplex,126000
658,4,1725.0,1.0,109,2003,1,0.0,6,OldTown,Older 2 Story,114000
714,4,2907.0,2.0,99,1950,2,0.0,7,OldTown,Older 2 Story,87500
538,8,3869.0,3.0,5,2004,2,264.0,6,SawyerW,Newer 1 Story,203000
546,7,3415.0,2.0,8,2001,2,0.0,6,SawyerW,Newer 1 Story,189000
533,7,3093.0,2.0,6,2003,2,0.0,6,Somerst,Newer 2 Story,209000
718,6,3281.0,1.0,109,1950,2,0.0,8,OldTown,Older 2 Story,160000
1830,5,2505.0,2.0,33,1974,1,44.0,5,Sawyer,Newer 1 Story,129000
2929,5,3196.0,2.0,32,1975,1,0.0,6,Mitchel,Newer 1 Story,170000
2207,5,1486.0,1.0,94,2002,1,0.0,4,Crawfor,Older 1 Story,90350
1417,6,1668.0,0.0,84,1950,1,0.0,5,Edwards,1.5 Story Finished,79000
2787,5,2340.0,2.0,34,1972,1,0.0,5,CollgCr,Newer 1 Story,149900
1037,5,2304.0,2.0,37,1971,1,0.0,5,NAmes,Newer 1 Story,123000
2659,4,3648.0,3.0,106,1950,2,0.0,8,OldTown,Older 2 Story,87000
1567,6,2572.0,1.0,31,1977,1,0.0,6,Mitchel,Split or Multi-Level,171000
1225,6,2572.0,1.0,58,1950,1,0.0,6,NAmes,1.5 Story Finished,119000
685,5,2968.0,1.0,50,1959,1,0.0,6,NAmes,Newer 1 Story,132500
1358,8,2482.0,1.0,83,1996,1,0.0,7,OldTown,Older 2 Story,161000
1461,9,4029.0,3.0,7,2002,2,134.0,7,CollgCr,Newer 2 Story,274000
221,5,2160.0,1.0,43,1967,1,0.0,5,Sawyer,Newer 1 Story,125000
2187,5,2390.0,0.0,61,1950,2,0.0,8,Edwards,Duplex,98500
2504,8,4005.0,3.0,12,1995,2,0.0,5,NoRidge,Newer 1 Story,262000
855,5,2272.0,2.0,30,1979,1,40.0,5,CollgCr,Newer 1 Story,134900
2258,5,2986.0,1.0,48,1959,1,0.0,5,Timber,Newer 1 Story,170000
2205,6,2372.0,1.0,81,1991,1,0.0,6,Crawfor,Older 2 Story,135000
1158,6,4086.0,2.0,18,1991,2,304.0,9,NoRidge,Newer 2 Story,290000
1741,7,2966.0,2.0,0,2007,2,0.0,6,Gilbert,Newer 1 Story,173500
1888,5,2491.0,2.0,46,1961,1,0.0,6,NAmes,Newer 1 Story,140500
2121,5,2279.0,1.0,13,1994,1,0.0,5,CollgCr,Newer 1 Story,126000
1176,8,3026.0,2.0,9,1999,2,466.0,7,Somerst,2 Story PUD,170000
2773,5,2556.0,2.0,11,1995,1,0.0,5,CollgCr,Newer 1 Story,156000
2619,5,3403.0,1.0,49,1997,1,0.0,6,NAmes,Newer 1 Story,207500
1796,8,3278.0,2.0,0,2007,2,0.0,8,Somerst,Newer 2 Story,255000
1965,5,2678.0,1.0,49,1958,1,0.0,6,NAmes,Newer 1 Story,140000
2651,3,2330.0,1.0,101,1950,1,0.0,7,OldTown,Older 2 Story,96900
609,5,2788.0,2.0,43,1966,1,200.0,6,NAmes,Newer 1 Story,154000
1990,8,3313.0,2.0,97,1999,2,0.0,7,OldTown,Older 2 Story,184900
1053,10,5382.0,3.0,1,2008,2,816.0,7,NridgHt,Newer 1 Story,385000
2877,4,2229.0,1.0,70,1950,1,0.0,6,IDOTRR,Older 1 Story,106500
759,6,3254.0,1.0,82,1950,1,0.0,4,IDOTRR,1.5 Story Finished,135000
2474,6,2766.0,2.0,1,2005,1,0.0,6,SawyerW,Newer 1 Story,142500
1193,5,2666.0,2.0,40,1968,1,0.0,7,NAmes,Newer 2 Story,141000
1415,5,2464.0,0.0,98,1991,1,0.0,5,Edwards,2 Family Conversion,107500
2048,5,2194.0,1.0,65,1979,1,0.0,4,SWISU,2 Family Conversion,108500
2483,6,2428.0,2.0,12,1994,2,0.0,6,SawyerW,Newer 2 Story,150000
2883,3,1152.0,0.0,90,1950,1,0.0,6,IDOTRR,1.5 Story Finished,78000
1111,8,3990.0,3.0,1,2008,2,186.0,7,Somerst,Newer 1 Story,235128
2072,7,4206.0,2.0,36,2002,2,351.0,5,ClearCr,Newer 1 Story,302000
1450,5,2862.0,2.0,33,2001,2,0.0,5,CollgCr,Newer 1 Story,163000
274,3,880.0,1.0,65,2007,1,0.0,5,Edwards,Older 1 Story,84900
413,6,2617.0,2.0,35,1974,2,0.0,6,NPkVill,2 Story PUD,147000
751,7,2900.0,1.0,94,2005,1,0.0,7,OldTown,Older 2 Story,155000
2897,7,3132.0,2.0,16,1990,2,54.0,6,Timber,Newer 1 Story,180000
2269,7,2452.0,2.0,4,2003,2,442.0,6,Timber,Split or Multi-Level,187500
891,6,2518.0,1.0,33,1976,1,255.0,6,Edwards,Split or Multi-Level,125000
2863,7,3254.0,1.0,70,1987,1,0.0,6,Crawfor,1.5 Story Finished,250000
1298,5,1580.0,1.0,98,1950,1,0.0,5,OldTown,Older 1 Story,78000
1292,4,2422.0,0.0,98,1996,2,0.0,9,OldTown,2 Family Conversion,118000
1687,8,4206.0,3.0,0,2007,2,254.0,7,NridgHt,Newer 1 Story,318000
2749,8,3159.0,2.0,13,1994,2,125.0,8,SawyerW,Newer 2 Story,215000
2875,4,1104.0,0.0,81,1950,1,0.0,4,IDOTRR,Older 1 Story,72000
1029,6,3194.0,2.0,32,1976,2,160.0,7,NWAmes,Newer 1 Story,180000
